,id,question.question_concept,question.choices,question.stem,keywords
248,b573fb3b40fd85a9171c1e0b459b71cb,world,"[{'label': 'A', 'text': 'chaotic'}, {'label': 'B', 'text': 'round'}, {'label': 'C', 'text': 'complicated'}, {'label': 'D', 'text': 'diverse'}, {'label': 'E', 'text': 'small'}]","John had good reason for his actions, but he couldn't explain himself to his daughter.  She say things in black and white, but really, that wasn't how the world was.  What was the world?","['john', 'world', 'black', 'white', 'daughter']"
249,cacdd89beb62e8c0d20d8c26f06d2e3d,wing,"[{'label': 'A', 'text': 'hospital'}, {'label': 'B', 'text': 'buffalo'}, {'label': 'C', 'text': 'airplane'}, {'label': 'D', 'text': 'mansion'}, {'label': 'E', 'text': 'large building'}]",Billy lived in the east wing of his home.  The west wing was where he kept boxes full of junk.  Sometimes he wished he hadn't decided to live in what?,"['billy', 'east', 'wing', 'home', 'boxes']"
250,78cd945a7f08bb254115d70659458120,ficus,"[{'label': 'A', 'text': 'green house'}, {'label': 'B', 'text': 'large pot'}, {'label': 'C', 'text': 'park'}, {'label': 'D', 'text': 'nursery'}, {'label': 'E', 'text': 'arboretum'}]","Jenny took her ficus for walks.  Everyone thought that this was silly.  You don't walk a plant, they said. It was big and heavy, too.  Still, every day she took it for a walk.  Where might she have taken it?","['ficus', 'plant', 'walks', 'jenny', 'walk']"
251,3047e6b519fc811a70e52cf79fe97e77,learning,"[{'label': 'A', 'text': 'correct answers'}, {'label': 'B', 'text': 'intelligence'}, {'label': 'C', 'text': 'effectiveness'}, {'label': 'D', 'text': 'education'}, {'label': 'E', 'text': 'distress'}]",What is the hoped result of learning?,"['learning', 'result', 'hoped']"
252,8d75b7124c922af798e2c82f4c20b5bb,person,"[{'label': 'A', 'text': 'incentive'}, {'label': 'B', 'text': 'attempt suicide'}, {'label': 'C', 'text': 'wave goodbye'}, {'label': 'D', 'text': 'further cause'}, {'label': 'E', 'text': 'thank god'}]",How might a person be prompted to take action?,"['action', 'prompted', 'person']"
253,2983b16eacbaa0583b7c5c98d56e97c1,listening to music,"[{'label': 'A', 'text': 'smile'}, {'label': 'B', 'text': 'entertainment'}, {'label': 'C', 'text': 'deafness'}, {'label': 'D', 'text': 'home run'}, {'label': 'E', 'text': 'calm'}]",What could listening to music cause you to do?,"['music', 'listening', 'cause']"
254,dbccba5e0c7c0545f2b4d45f63db61d2,shopping complex,"[{'label': 'A', 'text': 'subarbs'}, {'label': 'B', 'text': 'michigan'}, {'label': 'C', 'text': 'big city'}, {'label': 'D', 'text': 'suburbia'}, {'label': 'E', 'text': 'overseas'}]","A person is driving by an upscale shopping complex, where is it located?","['located', 'driving', 'shopping', 'upscale', 'complex']"
255,219cbfc92cb8624da9f649edeabb9e5f,understanding better,"[{'label': 'A', 'text': 'peace'}, {'label': 'B', 'text': 'decreased knowledge'}, {'label': 'C', 'text': 'ideas'}, {'label': 'D', 'text': 'interest in'}, {'label': 'E', 'text': 'wisdom'}]",Zoss was a philosopher.  He choose philosophy because thought that understanding things better would lead to what?,"['philosophy', 'philosopher', 'zoss', 'understanding', 'thought']"
256,a63d96a1a9387973976dff68c4039981,tower,"[{'label': 'A', 'text': 'airport'}, {'label': 'B', 'text': 'radio station'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'medieval castle'}, {'label': 'E', 'text': 'london'}]","As the earl approached on horse back and saw the tower, what did he know he was close to?","['tower', 'earl', 'horse', 'saw', 'approached']"
257,421fcd84441db9de906319d7f0c61432,television,"[{'label': 'A', 'text': 'cabinet'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'garage'}, {'label': 'D', 'text': 'apartment'}, {'label': 'E', 'text': 'bedroom'}]",Where must a television be kept quiet?,"['television', 'quiet', 'kept']"
258,4cdf83fe252f0883a93af57a421fd9c8,dust,"[{'label': 'A', 'text': 'television'}, {'label': 'B', 'text': 'everywhere'}, {'label': 'C', 'text': 'corner'}, {'label': 'D', 'text': 'attic'}, {'label': 'E', 'text': 'most buildings'}]",Billy spends his time cleaning dust. Where can dust be found?,"['dust', 'billy', 'cleaning', 'time', 'spends']"
259,298089ddab6eddec5e2c629abf1a51c8,run after ball,"[{'label': 'A', 'text': 'get tired'}, {'label': 'B', 'text': 'have legs'}, {'label': 'C', 'text': 'look first'}, {'label': 'D', 'text': 'not fat'}, {'label': 'E', 'text': 'fast'}]","Jay would run after the ball into the street, and always failed to so what?","['jay', 'ball', 'run', 'street', 'failed']"
260,6ead94dce0ff31bc39c62bbb42f133b5,apples,"[{'label': 'A', 'text': 'knife'}, {'label': 'B', 'text': 'stems'}, {'label': 'C', 'text': 'seeds inside'}, {'label': 'D', 'text': 'peel'}, {'label': 'E', 'text': 'grocery store'}]",When you cut into an apple what is something that you can find inside of it?,"['apple', 'cut', 'inside']"
261,fdf107a872ff151241266c2fc5de4535,car,"[{'label': 'A', 'text': 'cost money'}, {'label': 'B', 'text': 'crash'}, {'label': 'C', 'text': 'pass'}, {'label': 'D', 'text': 'go fast'}, {'label': 'E', 'text': 'move quickly'}]",What does a car usually do on a freeway?,"['freeway', 'car', 'usually', 'does']"
262,9a0f29ed1eeee98931f0d1d670b41b7a,microphone,"[{'label': 'A', 'text': 'submarine'}, {'label': 'B', 'text': 'demonstration'}, {'label': 'C', 'text': 'stage'}, {'label': 'D', 'text': 'conference'}, {'label': 'E', 'text': 'record sound'}]","The person was scared to face the crowd, but they knew they had to walk out to the microphone and speak at center what?","['crowd', 'microphone', 'speak', 'center', 'walk']"
263,ee506d6aa3ccc859f6d5b4054c047fc3,entertaining,"[{'label': 'A', 'text': 'favors'}, {'label': 'B', 'text': 'boredom'}, {'label': 'C', 'text': 'gratification'}, {'label': 'D', 'text': 'validation'}, {'label': 'E', 'text': 'happiness'}]",What did the businessmen want when they sought entertaining experiences?,"['businessmen', 'entertaining', 'experiences', 'want', 'sought']"
264,1898388f414bfb89016ed5a3ed0752d0,apple tree,"[{'label': 'A', 'text': 'nevada'}, {'label': 'B', 'text': 'washington state'}, {'label': 'C', 'text': 'pennsylvania'}, {'label': 'D', 'text': 'front yard'}, {'label': 'E', 'text': 'countryside'}]",What type of local would you expect to see one apple tree after another?,"['tree', 'apple', 'local', 'type', 'expect']"
265,3141857e63c3cce542a7a210860e234f,space shuttle,"[{'label': 'A', 'text': 'orbit'}, {'label': 'B', 'text': 'solar system'}, {'label': 'C', 'text': 'universe'}, {'label': 'D', 'text': 'outerspace'}, {'label': 'E', 'text': 'there are four choices for each sentence'}]","The space shuttle flew past Neptune, where was it looking to leave?","['neptune', 'shuttle', 'space', 'flew', 'leave']"
266,f26e52a3b9c40e78bb485e70f7368a82,shopping bag,"[{'label': 'A', 'text': 'restaurant'}, {'label': 'B', 'text': 'good will'}, {'label': 'C', 'text': 'supermarket'}, {'label': 'D', 'text': 'grocery store'}, {'label': 'E', 'text': 'mart'}]",Where would you find a shopping bag filled with clothes?,"['bag', 'shopping', 'clothes', 'filled']"
267,68b3569431a6a9ba85bf0ffa64a5d4a1,bad,"[{'label': 'A', 'text': 'excellent'}, {'label': 'B', 'text': 'sufficient'}, {'label': 'C', 'text': 'happy'}, {'label': 'D', 'text': 'competent'}, {'label': 'E', 'text': 'beneficial'}]","She thought she had done bad on the test, but the A+ showed she had done what?","['test', 'showed', 'bad', 'thought']"
268,d3861b05b57e4be80eb7171842a92eb3,serve customers,"[{'label': 'A', 'text': 'help'}, {'label': 'B', 'text': 'come back'}, {'label': 'C', 'text': 'food'}, {'label': 'D', 'text': 'money'}, {'label': 'E', 'text': 'pay to'}]",What would you want to get after you serve customers?,"['customers', 'serve', 'want']"
269,b611cac8d175cf35e44e1d21e824aba5,friends,"[{'label': 'A', 'text': 'borrow money'}, {'label': 'B', 'text': 'meet for lunch'}, {'label': 'C', 'text': 'talking about'}, {'label': 'D', 'text': 'smile'}, {'label': 'E', 'text': 'keep secrets'}]",A good thing for friends to do when they want to discuss something important?,"['friends', 'discuss', 'important', 'thing', 'good']"
270,5abbb0e366a0327dcca1b237457c098f,having food,"[{'label': 'A', 'text': 'weight gain'}, {'label': 'B', 'text': 'gas'}, {'label': 'C', 'text': 'getting fat'}, {'label': 'D', 'text': 'digesting'}, {'label': 'E', 'text': 'not hungry'}]","Janes loved having food, but he couldn't eat as much as he would like because he has trouble doing what?","['food', 'janes', 'eat', 'having', 'trouble']"
271,1792e9825af1ba2fdd4b6c8b3ae81e61,beer,"[{'label': 'A', 'text': 'bar'}, {'label': 'B', 'text': 'keg'}, {'label': 'C', 'text': ""neighbor's house""}, {'label': 'D', 'text': 'casino'}, {'label': 'E', 'text': ""friend's house""}]",Where can I get a beer from someone I don't know well?,"['beer', 'don', 'know']"
272,f6d9271cabb87afb7c6b4187b195a199,piano,"[{'label': 'A', 'text': 'performance'}, {'label': 'B', 'text': 'restaurant'}, {'label': 'C', 'text': 'symphony orchestra'}, {'label': 'D', 'text': 'church'}, {'label': 'E', 'text': 'concert hall'}]","The man sat down at his piano and looked into the darkness and heard coughs and whispers, where was he?","['piano', 'darkness', 'whispers', 'coughs', 'looked']"
273,48bee74b35fd02b60303ec156a54294c,bird,"[{'label': 'A', 'text': 'experience flight'}, {'label': 'B', 'text': 'eat a worm'}, {'label': 'C', 'text': 'learn to fly'}, {'label': 'D', 'text': 'attempt to fly'}, {'label': 'E', 'text': 'squawk'}]","The bird was alarmed when a raccoon walked by her next, what did she do to scare it away?","['raccoon', 'bird', 'scare', 'alarmed', 'walked']"
274,e4b103a4f1373b6a92c460437a562bd4,cardboard,"[{'label': 'A', 'text': 'warehouse'}, {'label': 'B', 'text': 'recycling bin'}, {'label': 'C', 'text': 'packaging materials'}, {'label': 'D', 'text': 'recycle bin'}, {'label': 'E', 'text': 'trash'}]","Some people are environmentalists, when they see cardboard in the rubbish they move it to the what?","['environmentalists', 'cardboard', 'people', 'rubbish']"
275,0dc56e6fa6050863ebdee9d225b8c208,printing on printer,"[{'label': 'A', 'text': 'toner'}, {'label': 'B', 'text': 'error'}, {'label': 'C', 'text': 'using paper'}, {'label': 'D', 'text': 'paper and ink'}, {'label': 'E', 'text': 'drink coffee'}]","He was trying to do printing on printer, but there was some what popping up?","['printer', 'printing', 'popping', 'trying']"
276,7da9d09579298472619e012c2e395bb5,committee,"[{'label': 'A', 'text': 'church'}, {'label': 'B', 'text': 'business'}, {'label': 'C', 'text': 'government'}, {'label': 'D', 'text': 'school'}, {'label': 'E', 'text': 'city hall'}]","A committee is just a way to get overtime and special pay, that's why people who work in where always make them?","['committee', 'overtime', 'work', 'make', 'pay']"
277,4f8eae6183aaad0c9abea351287c7b03,children,"[{'label': 'A', 'text': 'listen to music'}, {'label': 'B', 'text': 'reach over'}, {'label': 'C', 'text': 'need care'}, {'label': 'D', 'text': 'cut and paste'}, {'label': 'E', 'text': 'play basketball'}]",What do children love to do with scissors and paper?,"['scissors', 'paper', 'children', 'love']"
278,fae79a6551a98db1217fa61a7a243587,platform,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'museum'}, {'label': 'C', 'text': 'park'}, {'label': 'D', 'text': 'arena'}, {'label': 'E', 'text': 'concert hall'}]","The main attraction was a reconstructed dinosaur skeleton, it stood tall on a platform in the center of the what?","['dinosaur', 'skeleton', 'reconstructed', 'stood', 'platform']"
279,144fe132d8a7c178a6acedddc3aff873,stop,"[{'label': 'A', 'text': 'motor'}, {'label': 'B', 'text': 'telegraph'}, {'label': 'C', 'text': 'organ'}, {'label': 'D', 'text': 'telegram'}, {'label': 'E', 'text': 'email'}]","James wanted to stop the message, but it was already out for delivery.  This type of message could he very fast. What is this?","['message', 'delivery', 'fast', 'james', 'type']"
280,5bdd8b4357171af3732b505f6093c49b,nightclub,"[{'label': 'A', 'text': 'major city'}, {'label': 'B', 'text': 'building'}, {'label': 'C', 'text': 'manhattan'}, {'label': 'D', 'text': 'city'}, {'label': 'E', 'text': 'downtown area'}]",What structure is a nightclub in?,"['nightclub', 'structure']"
281,9e8cf3376a136e9351671606bac8f1f2,apple tree,"[{'label': 'A', 'text': 'washington state'}, {'label': 'B', 'text': 'flowers'}, {'label': 'C', 'text': 'farm yard'}, {'label': 'D', 'text': 'new jersey'}, {'label': 'E', 'text': 'old orchard beach'}]","Where would you find an apple tree, a tractor, or plow?","['tractor', 'plow', 'tree', 'apple']"
282,71d66349ea1c21045973528be3874301,running after ball,"[{'label': 'A', 'text': 'catching up with'}, {'label': 'B', 'text': 'physical exertion'}, {'label': 'C', 'text': 'sprinting'}, {'label': 'D', 'text': 'squinting'}, {'label': 'E', 'text': 'tiredness'}]",How  will running after a ball need to be done?,"['running', 'ball', 'need']"
283,7fe3d905cb5647ef31ba49e4a5477cd4,value,"[{'label': 'A', 'text': 'expensive'}, {'label': 'B', 'text': 'worthlessness'}, {'label': 'C', 'text': 'disesteem'}, {'label': 'D', 'text': 'invaluable'}, {'label': 'E', 'text': 'worthless'}]",What is the opposite of something that is valuable?,"['valuable', 'opposite']"
284,1d9519689d508ced6edfc9a04bb1ada2,animals,"[{'label': 'A', 'text': 'less fur'}, {'label': 'B', 'text': 'gay'}, {'label': 'C', 'text': 'fly'}, {'label': 'D', 'text': 'drink'}, {'label': 'E', 'text': 'feel pain'}]","Animals needed to travel large distances, so what traits evolved from this need?","['travel', 'evolved', 'distances', 'animals', 'traits']"
285,eaae9b3976dc98dd116ea08c34d58145,rosebush,"[{'label': 'A', 'text': 'outdoors'}, {'label': 'B', 'text': 'flower bed'}, {'label': 'C', 'text': 'fountain'}, {'label': 'D', 'text': 'flower garden'}, {'label': 'E', 'text': 'park'}]",Where are almost all rosebushes found?,['rosebushes']
286,4fd9bb4a67bb054432495fc62d41ccef,sound,"[{'label': 'A', 'text': 'quiet'}, {'label': 'B', 'text': 'music'}, {'label': 'C', 'text': 'silence'}, {'label': 'D', 'text': 'vision'}, {'label': 'E', 'text': 'movie'}]","They were trying the impossible, to capture the sound of what?","['sound', 'capture', 'impossible', 'trying']"
287,bc24fc52b5019544aa9ad270a93e64c2,communicate,"[{'label': 'A', 'text': 'send email'}, {'label': 'B', 'text': 'listen'}, {'label': 'C', 'text': 'talk with people'}, {'label': 'D', 'text': 'think'}, {'label': 'E', 'text': 'speak out'}]",When you communicate among a group in person what are you doing?,"['communicate', 'group', 'person', 'doing']"
288,9c816bd4f0517ea0f16dffe7d86123ac_1,projectile ball,"[{'label': 'A', 'text': 'flintlock'}, {'label': 'B', 'text': 'motion'}, {'label': 'C', 'text': 'arcade'}, {'label': 'D', 'text': 'tennis court'}, {'label': 'E', 'text': 'mzzleloader'}]",What fires a projectile ball and holds a burning rope?,"['projectile', 'ball', 'rope', 'fires', 'burning']"
289,a5d1dea3eaf8c90ff423bb37a6a3a62b,lizard,"[{'label': 'A', 'text': 'iraq'}, {'label': 'B', 'text': 'tropical areas'}, {'label': 'C', 'text': 'garden'}, {'label': 'D', 'text': 'pet shop'}, {'label': 'E', 'text': 'desert country'}]",Where would you find a lizard not native to an area with a lot of rain?,"['lizard', 'rain', 'area', 'native', 'lot']"
290,857c967b7c5de845597620e7a158b3db,person,"[{'label': 'A', 'text': 'headache'}, {'label': 'B', 'text': 'not feel pain'}, {'label': 'C', 'text': 'more leisure time'}, {'label': 'D', 'text': 'acquire wealth'}, {'label': 'E', 'text': 'injury'}]",What does a person want when they get hurt?,"['hurt', 'want', 'person', 'does']"
291,2aaf458e8f6a44aa1fcfb81ff814c720,salesman,"[{'label': 'A', 'text': 'toy store'}, {'label': 'B', 'text': 'front door'}, {'label': 'C', 'text': 'counter'}, {'label': 'D', 'text': 'shop'}, {'label': 'E', 'text': 'car show'}]","Of anybody you want to find where, a salesman is probably the worst surprise behind it?","['salesman', 'surprise', 'anybody', 'worst', 'want']"
292,7109a210dbec4d6dbd8c276b8ae644fa,red,"[{'label': 'A', 'text': 'utah'}, {'label': 'B', 'text': 'louisiana'}, {'label': 'C', 'text': 'texas'}, {'label': 'D', 'text': 'oklahoma'}, {'label': 'E', 'text': 'redtwig'}]",What state is usually always red in the national elections?,"['elections', 'state', 'red', 'national', 'usually']"
293,87ddb84c02d2c380159338aded52f268,have fun,"[{'label': 'A', 'text': 'enjoy yourself'}, {'label': 'B', 'text': 'smile'}, {'label': 'C', 'text': 'laughter'}, {'label': 'D', 'text': 'have sex'}, {'label': 'E', 'text': 'stop working'}]",What do people do to express when they have fun?,"['fun', 'people', 'express']"
294,d32be3cf3fe1b701118331921d31b0f4,watching television,"[{'label': 'A', 'text': 'entertainment'}, {'label': 'B', 'text': 'falling asleep'}, {'label': 'C', 'text': 'relaxation'}, {'label': 'D', 'text': 'sleep'}, {'label': 'E', 'text': 'wasted time'}]","The man was watching television in hopes of catching his favorite show, what was he seeking?","['television', 'watching', 'seeking', 'catching', 'favorite']"
295,4a6f559d71502a656787a180404e041b,lint,"[{'label': 'A', 'text': 'rug'}, {'label': 'B', 'text': 'pouch'}, {'label': 'C', 'text': 'laundromat'}, {'label': 'D', 'text': 'pocket'}, {'label': 'E', 'text': 'purse'}]",Where might there be a small amount of lint?,"['lint', 'small']"
296,d9dd74ee33260bba54f8708e5385b96a,buying products,"[{'label': 'A', 'text': 'bankruptcy'}, {'label': 'B', 'text': 'shopping'}, {'label': 'C', 'text': 'debt'}, {'label': 'D', 'text': 'spending money'}, {'label': 'E', 'text': 'agony'}]",I designed some new buying products to help you through financial difficultises. If you owe a lot of money what can this help you get out of?,"['financial', 'products', 'owe', 'buying', 'money']"
297,0a22e846d650cfab0b6a157fd670639b,christian,"[{'label': 'A', 'text': 'commit sin'}, {'label': 'B', 'text': 'fail'}, {'label': 'C', 'text': 'rebel'}, {'label': 'D', 'text': 'attend church'}, {'label': 'E', 'text': 'believe in jesus christ'}]",How would you know if someone who does not succeed often is a christian?,"['christian', 'succeed', 'does', 'know']"
298,202ca80830063bde5e0e003a9fc8685d,creating art,"[{'label': 'A', 'text': 'controversy'}, {'label': 'B', 'text': 'communication'}, {'label': 'C', 'text': 'pleasure'}, {'label': 'D', 'text': 'pride'}, {'label': 'E', 'text': 'sadness'}]",Solo feels good when he's creating art.  Seeing his work take form makes him feel immense satisfaction in his skills.  Showing it to others makes him feel what emotion?,"['solo', 'art', 'emotion', 'satisfaction', 'feel']"
299,0ecca9e9b71eeb9af17abc512a37432c,sand,"[{'label': 'A', 'text': 'beach'}, {'label': 'B', 'text': 'desert'}, {'label': 'C', 'text': 'surface of earth'}, {'label': 'D', 'text': 'concrete'}, {'label': 'E', 'text': 'ground'}]","Gary was walking for a long time, but all he could see was sand.  He didn't know how far he went, or how much farther he had to go.  Where might Gary be?","['sand', 'walking', 'gary', 'farther', 'far']"
300,4f997524423ce868d0b1951788405bcb,helping,"[{'label': 'A', 'text': 'better world'}, {'label': 'B', 'text': 'obligation'}, {'label': 'C', 'text': 'enjoyment'}, {'label': 'D', 'text': 'will thank'}, {'label': 'E', 'text': 'good feelings'}]",What is the overall goal likely to be of someone who is helping others?,"['helping', 'goal', 'overall', 'likely']"
301,7cca88e55ddd03e225756491eca7140e,person,"[{'label': 'A', 'text': 'caregiver'}, {'label': 'B', 'text': 'acknowledgment'}, {'label': 'C', 'text': 'art'}, {'label': 'D', 'text': 'creativity'}, {'label': 'E', 'text': 'much money'}]","If a young person wants to express themselves, what outlets do they try to find?","['young', 'outlets', 'express', 'wants', 'person']"
302,af846676633ceeebf5e9f87b5098f62b,ceiling,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'bedroom'}, {'label': 'C', 'text': 'loft'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'classroom'}]","If someone is looking at a ceiling in their bedroom, where are they likely located?","['ceiling', 'bedroom', 'located', 'looking', 'likely']"
303,544d1957d61d1f97e52d77e5b28673ac,child,"[{'label': 'A', 'text': 'count to ten'}, {'label': 'B', 'text': 'state name'}, {'label': 'C', 'text': 'write'}, {'label': 'D', 'text': 'read book'}, {'label': 'E', 'text': 'dress herself'}]",What does a child learn in school to do?,"['school', 'child', 'learn', 'does']"
304,33573f60dac3ea26ebe0e182a9a29fb7,praying,"[{'label': 'A', 'text': 'sense of peace'}, {'label': 'B', 'text': 'wasted time'}, {'label': 'C', 'text': 'relief'}, {'label': 'D', 'text': 'talk to god'}, {'label': 'E', 'text': 'feel safer'}]","They were lost in the woods and scared, but praying made them what?","['praying', 'lost', 'woods', 'scared']"
305,ee59810181e1ef04a60b46ed28abb3e9,point,"[{'label': 'A', 'text': 'needle'}, {'label': 'B', 'text': 'middle'}, {'label': 'C', 'text': 'alpenstock'}, {'label': 'D', 'text': 'arrowhead'}, {'label': 'E', 'text': 'arrow'}]","He needed stitches, the doctor aimed the point of the what and began?","['stitches', 'doctor', 'aimed', 'began', 'point']"
306,3d06dfb3b44ba5606f3ef49ebe7b0b4a,row,"[{'label': 'A', 'text': 'arena'}, {'label': 'B', 'text': 'auditorium'}, {'label': 'C', 'text': 'theatre'}, {'label': 'D', 'text': ""farmer's field""}, {'label': 'E', 'text': 'vegetable garden'}]","People were sitting in rows waiting for the performance, where were they?","['sitting', 'rows', 'waiting', 'performance', 'people']"
307,42ab078f45b2cfa612bffbecaaf01572,creating art,"[{'label': 'A', 'text': 'enlightenment'}, {'label': 'B', 'text': 'pleasure'}, {'label': 'C', 'text': 'love'}, {'label': 'D', 'text': 'relax'}, {'label': 'E', 'text': 'frustration'}]","If I am creating art and drop my paintbrush, what is my feeling?","['paintbrush', 'art', 'feeling', 'drop', 'creating']"
308,2a1f501e267e4ad1a50f82c33c112bf3,bad,"[{'label': 'A', 'text': 'paper'}, {'label': 'B', 'text': 'competent'}, {'label': 'C', 'text': 'sincere'}, {'label': 'D', 'text': 'premium'}, {'label': 'E', 'text': 'upright'}]","The person decided they wanted to return the overpriced product, it was really bad quality for the what kind of price tag?","['overpriced', 'quality', 'product', 'price', 'return']"
309,d33cd51f8cbdf3c85510174bff994df8,ship,"[{'label': 'A', 'text': 'list to port'}, {'label': 'B', 'text': 'run aground'}, {'label': 'C', 'text': 'heading east'}, {'label': 'D', 'text': 'near dock'}, {'label': 'E', 'text': 'near shore'}]",Why would a ship slow down to avoid a collision?,"['collision', 'ship', 'slow', 'avoid']"
310,ca585de81536853a3720b501acba7bab,run,"[{'label': 'A', 'text': 'go quickly'}, {'label': 'B', 'text': 'learn to walk'}, {'label': 'C', 'text': 'get out of bed'}, {'label': 'D', 'text': 'eat a salad'}, {'label': 'E', 'text': 'stretches'}]",What should you do to prepare for a run?,"['run', 'prepare']"
311,43a9cb8ede82f7010422ba3588f7ece2,neck,"[{'label': 'A', 'text': 'chest'}, {'label': 'B', 'text': 'body'}, {'label': 'C', 'text': 'shoulder'}, {'label': 'D', 'text': 'bottle'}, {'label': 'E', 'text': 'guillotine'}]",You neck comes out of where?,"['neck', 'comes']"
312,cecb27a6186f77fed1a61949f7d9d6bd,chatting with friends,"[{'label': 'A', 'text': 'agreement'}, {'label': 'B', 'text': 'crying'}, {'label': 'C', 'text': 'communication'}, {'label': 'D', 'text': 'love'}, {'label': 'E', 'text': 'laughter'}]",What happens many times while chatting with friends?,"['chatting', 'friends', 'happens', 'times']"
313,99cf0fa9b30ac255fc3385cb497e98cb,coil,"[{'label': 'A', 'text': 'television'}, {'label': 'B', 'text': 'electric motor'}, {'label': 'C', 'text': 'car'}, {'label': 'D', 'text': 'refrigerator'}, {'label': 'E', 'text': 'circuit'}]",The compressor coil was dirty so what wouldn't work?,"['compressor', 'coil', 'dirty', 'work', 'wouldn']"
314,1f9b49c181f14cbcfd043e624011f5fd,locker room,"[{'label': 'A', 'text': 'health club'}, {'label': 'B', 'text': 'stadium'}, {'label': 'C', 'text': 'gymnasium'}, {'label': 'D', 'text': 'locker room'}, {'label': 'E', 'text': 'gim'}]",You might store your leotard in the locker room here.,"['leotard', 'locker', 'room', 'store']"
315,e71d8231251e1ee2916c1fc3d5feaf6e,air conditioning,"[{'label': 'A', 'text': 'car'}, {'label': 'B', 'text': 'offices'}, {'label': 'C', 'text': 'popsicle'}, {'label': 'D', 'text': 'movie theatre'}, {'label': 'E', 'text': 'house'}]","The service technician grossly overcharged, but the customer didn't know how to fix the air conditioning of his what?","['customer', 'overcharged', 'technician', 'service', 'fix']"
316,110ad2fa55cdd30eb08e0ffa0200b61d,yard,"[{'label': 'A', 'text': 'gas'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'michigan'}, {'label': 'D', 'text': 'three feet'}, {'label': 'E', 'text': 'subdivision'}]",Most of the yards are filled with grass in what glove-shaped state?,"['grass', 'yards', 'glove', 'state', 'shaped']"
317,127549ae53cee4bec9469ec28a091d93,cost,"[{'label': 'A', 'text': 'income'}, {'label': 'B', 'text': 'benefit'}, {'label': 'C', 'text': 'tax benefit'}, {'label': 'D', 'text': 'revenue'}, {'label': 'E', 'text': 'for free'}]",The company refused to do repairs.  They felt that the cost of fixing the bridge would exceed what.,"['bridge', 'repairs', 'refused', 'company', 'fixing']"
318,4e55946454064f1a02f1c7015a28cd2a,death,"[{'label': 'A', 'text': 'surprise everyone'}, {'label': 'B', 'text': 'last forever'}, {'label': 'C', 'text': 'happen to'}, {'label': 'D', 'text': 'happen quickly'}, {'label': 'E', 'text': ""it is nature's way""}]","Death was permanent for me, so how long did it occur?","['death', 'long', 'permanent', 'occur', 'did']"
319,e6774b0c2e0ab44180051f4d52ccc1a0,giving assistance,"[{'label': 'A', 'text': 'helpfulness'}, {'label': 'B', 'text': 'good feeling'}, {'label': 'C', 'text': 'patience'}, {'label': 'D', 'text': 'happiness'}, {'label': 'E', 'text': 'feeling good'}]",Someone who enjoys giving assistance is likely to be known for what?,"['assistance', 'giving', 'known', 'enjoys', 'likely']"
320,c736aace51654949102677a7da7b9022,drinking alcohol,"[{'label': 'A', 'text': 'wicked'}, {'label': 'B', 'text': 'disturbing'}, {'label': 'C', 'text': 'frequent urination'}, {'label': 'D', 'text': 'vomiting'}, {'label': 'E', 'text': 'accidents'}]","If someone spent the night drinking alcohol in Boston, they might wake up with what kind of headache?","['headache', 'alcohol', 'drinking', 'boston', 'wake']"
321,16905db72520432d0fa38d8eb304e826,fox,"[{'label': 'A', 'text': 'northern hemisphere'}, {'label': 'B', 'text': 'undergrowth'}, {'label': 'C', 'text': 'countryside'}, {'label': 'D', 'text': 'mountains'}, {'label': 'E', 'text': 'nantucket'}]","A fox is walking around New England, where is a likely place it could be found?","['fox', 'england', 'place', 'walking', 'new']"
322,702a2d72ea4563c9c45c6e445441f4e8,smoke,"[{'label': 'A', 'text': 'kill yourself'}, {'label': 'B', 'text': 'think again'}, {'label': 'C', 'text': ""you're stupid""}, {'label': 'D', 'text': 'cigarette'}, {'label': 'E', 'text': 'eat dinner'}]","Smoke isn't good for the body, it's basically a slow way to do what?","['smoke', 'slow', 'body', 'basically', 'isn']"
323,bbbb2745f89f5d6554c7a317dbbd4ee0,all people,"[{'label': 'A', 'text': 'due process'}, {'label': 'B', 'text': 'hurt'}, {'label': 'C', 'text': 'different'}, {'label': 'D', 'text': 'innocent until proven guilty'}, {'label': 'E', 'text': 'human'}]","It seems everybody crucifying the man have forgotten the basics of the system, all people are supposed to be assumed what?","['crucifying', 'assumed', 'everybody', 'people', 'supposed']"
324,d32234db233c80777ed28873ada7a2b9,sharp,"[{'label': 'A', 'text': 'unobservant'}, {'label': 'B', 'text': 'inaccurate'}, {'label': 'C', 'text': 'dull'}, {'label': 'D', 'text': 'rough'}, {'label': 'E', 'text': 'above board'}]","The knife was advertised as being always sharp, but obviously regular use will make anything what?","['sharp', 'knife', 'regular', 'use', 'make']"
